description,developer-agreement-type,development-plan-document,development-plan-types,development-policies,document,document-types,document-url,end-date,entry-date,geographies,name,notes,organisations,planning-application,start-date,slug
,,,,,extension-report:CA27-1,extension-report,https://www.lambeth.gov.uk/sites/default/files/CA27LoughboroughParkExtensionReportJune1987.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA27,,,local-authority-eng:LBH,,,/document/extension-report/CA27-1
,,,,,area-appraisal:CA27-1,area-appraisal,https://beta.lambeth.gov.uk/sites/default/files/2021-02/loughborough-park-ca-draft-character-appraisal-sep-2020.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA27,,,local-authority-eng:LBH,,,/document/area-appraisal/CA27-1
,,,,,designation-report:CA28-1,designation-report,https://www.lambeth.gov.uk/sites/default/files/LeighamCtRoadDesignationReport1981.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA28,,,local-authority-eng:LBH,,,/document/designation-report/CA28-1
,,,,,authoritative-boundary:CA28-2,authoritative-boundary,https://www.lambeth.gov.uk/sites/default/files/CA28LeighamCourtRoadSouth_1.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA28,,,local-authority-eng:LBH,,,/document/authoritative-boundary/CA28-2
,,,,,area-appraisal:CA28-1,area-appraisal,https://www.lambeth.gov.uk/sites/default/files/pl-Leigham-Court-Rd-S-CA-appraisal-FINAL-2016.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA28,,,local-authority-eng:LBH,,,/document/area-appraisal/CA28-1
,,,,,authoritative-boundary:CA29-2,authoritative-boundary,https://www.lambeth.gov.uk/sites/default/files/CA29Larkhall240412.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA29,,,local-authority-eng:LBH,,,/document/authoritative-boundary/CA29-2
,,,,,statement:CA29-1,notice,https://www.lambeth.gov.uk/sites/default/files/CA29LarkhallCAStatement2012.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA29,,,local-authority-eng:LBH,,,/document/statement/CA29-1
,,,,,extension-report:CA29-1,extension-report,https://www.lambeth.gov.uk/sites/default/files/CA29LarkhallExtensionReport1981.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA29,,,local-authority-eng:LBH,,,/document/extension-report/CA29-1
,,,,,extension-report:CA29-2,extension-report,https://www.lambeth.gov.uk/sites/default/files/CA29LarkhallExtensionReport1983.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA29,,,local-authority-eng:LBH,,,/document/extension-report/CA29-2
,,,,,extension-report:CA29-3,extension-report,https://www.lambeth.gov.uk/sites/default/files/CA29LarkhallExtensionReport2001.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA29,,,local-authority-eng:LBH,,,/document/extension-report/CA29-3
,,,,,notice:CA29-3,notice,https://www.lambeth.gov.uk/sites/default/files/CA29SouthLondonPressConservationAreaNotice15June2012.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA29,,,local-authority-eng:LBH,,,/document/notice/CA29-3
,,,,,notice:CA29-2,notice,https://www.lambeth.gov.uk/sites/default/files/CA29WeekenderConservationAreaNotice29June2012.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA29,,,local-authority-eng:LBH,,,/document/notice/CA29-2
,,,,,notice:CA29-1,notice,https://www.lambeth.gov.uk/sites/default/files/TheGazetteNotice-July2014.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA29,,,local-authority-eng:LBH,,,/document/notice/CA29-1
,,,,,extension-report:CA03-1,extension-report,https://www.lambeth.gov.uk/sites/default/files/CA3LansdowneGardensExtensionReport1981.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA03,,,local-authority-eng:LBH,,,/document/extension-report/CA03-1
,,,,,article-4-document:CA03-1,article-4-document,https://www.lambeth.gov.uk/sites/default/files/CA3LansdowneGardensArticle4Direction1977.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA03,,,local-authority-eng:LBH,,,/document/article-4-document/CA03-1
,,,,,article-4-document:CA03-2,article-4-document,https://www.lambeth.gov.uk/sites/default/files/CA3LansdowneGardensArticle4Direction1973.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA03,,,local-authority-eng:LBH,,,/document/article-4-document/CA03-2
,,,,,notice:CA03-1,notice,https://www.lambeth.gov.uk/sites/default/files/CA3LansdowneGardensArticle4DirectionPressNotice1973.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA03,,,local-authority-eng:LBH,,,/document/notice/CA03-1
,,,,,statement:CA03-1,notice,https://www.lambeth.gov.uk/sites/default/files/LansdowneGdnsCAstatement2009.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA03,,,local-authority-eng:LBH,,,/document/statement/CA03-1
,,,,,authoritative-boundary:CA03-1,authoritative-boundary,https://www.lambeth.gov.uk/sites/default/files/CA3LansdowneGardens.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA03,,,local-authority-eng:LBH,,,/document/authoritative-boundary/CA03-1
,,,,,area-appraisal:CA30-1,area-appraisal,https://www.lambeth.gov.uk/sites/default/files/AbbevilleRoadAppraisal.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA30,,,local-authority-eng:LBH,,,/document/area-appraisal/CA30-1
,,,,,designation-report:CA30-1,designation-report,https://www.lambeth.gov.uk/sites/default/files/AbbevilleRoadDesignationReport2003.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA30,,,local-authority-eng:LBH,,,/document/designation-report/CA30-1
,,,,,authoritative-boundary:CA30-2,authoritative-boundary,https://www.lambeth.gov.uk/sites/default/files/CA30AbbevilleRoad.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA30,,,local-authority-eng:LBH,,,/document/authoritative-boundary/CA30-2
,,,,,authoritative-boundary:CA31-2,authoritative-boundary,https://www.lambeth.gov.uk/sites/default/files/CA31LeighamCourtEstate.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA31,,,local-authority-eng:LBH,,,/document/authoritative-boundary/CA31-2
,,,,,article-4-document:CA31-1,article-4-document,https://www.lambeth.gov.uk/sites/default/files/CA31LeighamCourtEstateArticle4Notice1996.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA31,,,local-authority-eng:LBH,,,/document/article-4-document/CA31-1
,,,,,article-4-document:CA31-2,article-4-document,https://www.lambeth.gov.uk/sites/default/files/CA31LeighamCourtEstateArticle4Report1995.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA31,,,local-authority-eng:LBH,,,/document/article-4-document/CA31-2
,,,,,designation-report:CA31-1,designation-report,https://www.lambeth.gov.uk/sites/default/files/CA31LeighamCourtEstateDesignationReport1981.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA31,,,local-authority-eng:LBH,,,/document/designation-report/CA31-1
,,,,,guidance:CA31-1,guidance,https://www.lambeth.gov.uk/sites/default/files/CA31LeighamCourtEstateSPG2001_nomap.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA31,,,local-authority-eng:LBH,,,/document/guidance/CA31-1
,,,,,guidance:CA31-2,guidance,https://www.lambeth.gov.uk/sites/default/files/CA31LeighamCourtEstateSPGReport2000.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA31,,,local-authority-eng:LBH,,,/document/guidance/CA31-2
,,,,,authoritative-boundary:CA32-2,authoritative-boundary,https://www.lambeth.gov.uk/sites/default/files/pl-CA32-Vauxhall-map.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA32,,,local-authority-eng:LBH,,,/document/authoritative-boundary/CA32-2
,,,,,designation-report:CA32-1,designation-report,https://www.lambeth.gov.uk/sites/default/files/CA32VauxhalDesignationReport1981.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA32,,,local-authority-eng:LBH,,,/document/designation-report/CA32-1
,,,,,extension-report:CA32-1,extension-report,https://www.lambeth.gov.uk/sites/default/files/CA32VauxhallExtensionReport1984.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA32,,,local-authority-eng:LBH,,,/document/extension-report/CA32-1
,,,,,extension-report:CA32-2,extension-report,https://www.lambeth.gov.uk/sites/default/files/CA32VauxhallExtensionReport1998.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA32,,,local-authority-eng:LBH,,,/document/extension-report/CA32-2
,,,,,extension-report:CA32-1,extension-report,https://www.lambeth.gov.uk/sites/default/files/pl-conservation-area-boundary-changes-18.07.16.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA32,,,local-authority-eng:LBH,,,/document/extension-report/CA32-1
,,,,,article-4-document:CA32-1,article-4-document,https://www.lambeth.gov.uk/sites/default/files/CA11StMarksArticle4DirectionGuidanceNote.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA32,,,local-authority-eng:LBH,,,/document/article-4-document/CA32-1
,,,,,article-4-document:CA32-2,article-4-document,https://www.lambeth.gov.uk/sites/default/files/CA11StMarksArticle4Direction1984.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA32,,,local-authority-eng:LBH,,,/document/article-4-document/CA32-2
,,,,,article-4-document:CA32-3,article-4-document,https://www.lambeth.gov.uk/sites/default/files/CA11StMarksArticle4Direction1975.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA32,,,local-authority-eng:LBH,,,/document/article-4-document/CA32-3
,,,,,notice:CA32-1,notice,https://www.lambeth.gov.uk/sites/default/files/pl-Gazette-CA-press-notice-August-2016.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA32,,,local-authority-eng:LBH,,,/document/notice/CA32-1
,,,,,statement:CA32-1,notice,https://www.lambeth.gov.uk/sites/default/files/pl-Vauxhall-Draft-CA-Statement-FINAL.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA32,,,local-authority-eng:LBH,,,/document/statement/CA32-1
,,,,,authoritative-boundary:CA33-2,authoritative-boundary,https://www.lambeth.gov.uk/sites/default/files/pl-Clapham-Road-Conservation-Area-Boundary%20Map_0.pdf/,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA33,,,local-authority-eng:LBH,,,/document/authoritative-boundary/CA33-2
,,,,,statement:CA33-1,notice,https://www.lambeth.gov.uk/sites/default/files/CA33ClaphamRoadCAStatement2012.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA33,,,local-authority-eng:LBH,,,/document/statement/CA33-1
,,,,,designation-report:CA33-1,designation-report,https://www.lambeth.gov.uk/sites/default/files/CA33ClaphamRoadDesignationReport1981.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA33,,,local-authority-eng:LBH,,,/document/designation-report/CA33-1
,,,,,notice:CA33-2,notice,https://www.lambeth.gov.uk/sites/default/files/CA33SouthLondonPressConservationAreaNotice15June2012.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA33,,,local-authority-eng:LBH,,,/document/notice/CA33-2
,,,,,notice:CA33-3,notice,https://www.lambeth.gov.uk/sites/default/files/CA33WeekenderConservationAreaNotice29June2012.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA33,,,local-authority-eng:LBH,,,/document/notice/CA33-3
,,,,,notice:CA33-1,notice,https://www.lambeth.gov.uk/sites/default/files/TheGazetteNotice-July2014.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA33,,,local-authority-eng:LBH,,,/document/notice/CA33-1
,,,,,authoritative-boundary:CA34-2,authoritative-boundary,https://www.lambeth.gov.uk/sites/default/files/CA34Waterloo.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA34,,,local-authority-eng:LBH,,,/document/authoritative-boundary/CA34-2
,,,,,statement:CA34-1,notice,https://www.lambeth.gov.uk/sites/default/files/CA34WaterlooCAstatement2007.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA34,,,local-authority-eng:LBH,,,/document/statement/CA34-1
,,,,,designation-report:CA34-1,designation-report,https://www.lambeth.gov.uk/sites/default/files/CA34WaterlooDesignationReport1981.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA34,,,local-authority-eng:LBH,,,/document/designation-report/CA34-1
,,,,,authoritative-boundary:CA35-2,authoritative-boundary,https://www.lambeth.gov.uk/sites/default/files/CA35TheChase.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA35,,,local-authority-eng:LBH,,,/document/authoritative-boundary/CA35-2
,,,,,designation-report:CA35-1,designation-report,https://www.lambeth.gov.uk/sites/default/files/CA35TheChaseDesignationReport.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA35,,,local-authority-eng:LBH,,,/document/designation-report/CA35-1
,,,,,authoritative-boundary:CA36-2,authoritative-boundary,https://www.lambeth.gov.uk/sites/default/files/CA36LaRetraite.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA36,,,local-authority-eng:LBH,,,/document/authoritative-boundary/CA36-2
,,,,,designation-report:CA36-1,designation-report,https://www.lambeth.gov.uk/sites/default/files/CA36LaRetaiteParkDedesignationReport1999.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA36,,,local-authority-eng:LBH,,,/document/designation-report/CA36-1
,,,,,designation-report:CA36-2,designation-report,https://www.lambeth.gov.uk/sites/default/files/CA36LaRetraiteDesignationReport1982.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA36,,,local-authority-eng:LBH,,,/document/designation-report/CA36-2
,,,,,authoritative-boundary:CA37-2,authoritative-boundary,https://www.lambeth.gov.uk/sites/default/files/CA37SouthLambethRoad.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA37,,,local-authority-eng:LBH,,,/document/authoritative-boundary/CA37-2
,,,,,statement:CA37-1,notice,https://www.lambeth.gov.uk/sites/default/files/CA37SouthLambethRoadCAStatement2012.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA37,,,local-authority-eng:LBH,,,/document/statement/CA37-1
,,,,,designation-report:CA37-1,designation-report,https://www.lambeth.gov.uk/sites/default/files/CA37SouthLambethRoadDesignationReport.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA37,,,local-authority-eng:LBH,,,/document/designation-report/CA37-1
,,,,,authoritative-boundary:CA38-2,authoritative-boundary,https://www.lambeth.gov.uk/sites/default/files/CA38SouthBank_0.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA38,,,local-authority-eng:LBH,,,/document/authoritative-boundary/CA38-2
,,,,,statement:CA38-1,notice,https://www.lambeth.gov.uk/sites/default/files/CA38southbankCAstatement19.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA38,,,local-authority-eng:LBH,,,/document/statement/CA38-1
,,,,,designation-report:CA38-1,designation-report,https://www.lambeth.gov.uk/sites/default/files/CA38SouthBankDesignationReport.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA38,,,local-authority-eng:LBH,,,/document/designation-report/CA38-1
,,,,,extension-report:CA38-1,extension-report,https://www.lambeth.gov.uk/sites/default/files/CA38SouthBankExtensionReport.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA38,,,local-authority-eng:LBH,,,/document/extension-report/CA38-1
,,,,,extension-report:CA38-1,extension-report,https://www.lambeth.gov.uk/sites/default/files/pl-conservation-area-boundary-changes-18.07.16.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA38,,,local-authority-eng:LBH,,,/document/extension-report/CA38-1
,,,,,notice:CA38-1,notice,https://www.lambeth.gov.uk/sites/default/files/pl-Gazette-CA-press-notice-August-2016.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA38,,,local-authority-eng:LBH,,,/document/notice/CA38-1
,,,,,authoritative-boundary:CA39-2,authoritative-boundary,https://www.lambeth.gov.uk/sites/default/files/CA39BrockwellPark.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA39,,,local-authority-eng:LBH,,,/document/authoritative-boundary/CA39-2
,,,,,designation-report:CA39-1,designation-report,https://www.lambeth.gov.uk/sites/default/files/CA39BrockwellParkDesignationReport1986.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA39,,,local-authority-eng:LBH,,,/document/designation-report/CA39-1
,,,,,extension-report:CA39-1,extension-report,https://www.lambeth.gov.uk/sites/default/files/CA39BrockwellParkExtensionReport_1999.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA39,,,local-authority-eng:LBH,,,/document/extension-report/CA39-1
,,,,,area-appraisal:CA39-1,area-appraisal,https://beta.lambeth.gov.uk/sites/default/files/2021-02/brockwell-park-ca-draft-character-appraisal-2020.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA39,,,local-authority-eng:LBH,,,/document/area-appraisal/CA39-1
,,,,,article-4-document:CA04-1,article-4-document,https://www.lambeth.gov.uk/sites/default/files/AlbertSquareA4Direction1973.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA04,,,local-authority-eng:LBH,,,/document/article-4-document/CA04-1
,,,,,statement:CA04-1,notice,https://www.lambeth.gov.uk/sites/default/files/AlbertSquareCAstatement2009_2.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA04,,,local-authority-eng:LBH,,,/document/statement/CA04-1
,,,,,extension-report:CA04-1,extension-report,https://www.lambeth.gov.uk/sites/default/files/AlbertSquareextensionreport1975_1.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA04,,,local-authority-eng:LBH,,,/document/extension-report/CA04-1
,,,,,extension-report:CA04-2,extension-report,https://www.lambeth.gov.uk/sites/default/files/AlbertSquareextensionreport1976_0.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA04,,,local-authority-eng:LBH,,,/document/extension-report/CA04-2
,,,,,extension-report:CA04-3,extension-report,https://www.lambeth.gov.uk/sites/default/files/AlbertSquareextensionreport1997_0.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA04,,,local-authority-eng:LBH,,,/document/extension-report/CA04-3
,,,,,authoritative-boundary:CA04-2,authoritative-boundary,https://www.lambeth.gov.uk/sites/default/files/CA4AlbertSquare_0.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA04,,,local-authority-eng:LBH,,,/document/authoritative-boundary/CA04-2
,,,,,article-4-document:CA04-1,article-4-document,https://www.lambeth.gov.uk/sites/default/files/AlbertSquareA4Direction1973.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA04,,,local-authority-eng:LBH,,,/document/article-4-document/CA04-1
,,,,,notice:CA04-1,notice,https://www.lambeth.gov.uk/sites/default/files/CA4SouthLondonPress14121976_3.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA04,,,local-authority-eng:LBH,,,/document/notice/CA04-1
,,,,,authoritative-boundary:CA40-1,authoritative-boundary,https://www.lambeth.gov.uk/sites/default/files/CA40LowerMarsh.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA40,,,local-authority-eng:LBH,,,/document/authoritative-boundary/CA40-1
,,,,,statement:CA40-1,notice,https://www.lambeth.gov.uk/sites/default/files/CA40lowermarshCAstatement11.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA40,,,local-authority-eng:LBH,,,/document/statement/CA40-1
,,,,,designation-report:CA40-1,designation-report,https://www.lambeth.gov.uk/sites/default/files/CA40LowerMarshDesignationReport1984.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA40,,,local-authority-eng:LBH,,,/document/designation-report/CA40-1
,,,,,authoritative-boundary:CA41-2,authoritative-boundary,https://www.lambeth.gov.uk/sites/default/files/CA41RenfrewRoad.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA41,,,local-authority-eng:LBH,,,/document/authoritative-boundary/CA41-2
,,,,,statement:CA41-1,notice,https://www.lambeth.gov.uk/sites/default/files/CA41renfrewrdCAstatement2007.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA41,,,local-authority-eng:LBH,,,/document/statement/CA41-1
,,,,,area-appraisal:CA41-1,area-appraisal,https://www.lambeth.gov.uk/sites/default/files/CA41RenfrewRoadDesignationAppraisal.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA41,,,local-authority-eng:LBH,,,/document/area-appraisal/CA41-1
,,,,,designation-report:CA41-1,designation-report,https://www.lambeth.gov.uk/sites/default/files/CA41RenfrewRoadDesignationReport.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA41,,,local-authority-eng:LBH,,,/document/designation-report/CA41-1
,,,,,authoritative-boundary:CA42-2,authoritative-boundary,https://www.lambeth.gov.uk/sites/default/files/CA42StockwellGreen.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA42,,,local-authority-eng:LBH,,,/document/authoritative-boundary/CA42-2
,,,,,designation-report:CA42-1,designation-report,https://www.lambeth.gov.uk/sites/default/files/CA42StockwellGreenDesignationReport.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA42,,,local-authority-eng:LBH,,,/document/designation-report/CA42-1
,,,,,extension-report:CA42-1,extension-report,https://www.lambeth.gov.uk/sites/default/files/pl-conservation-area-boundary-changes-18.07.16.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA42,,,local-authority-eng:LBH,,,/document/extension-report/CA42-1
,,,,,notice:CA42-1,notice,https://www.lambeth.gov.uk/sites/default/files/pl-Gazette-CA-press-notice-August-2016.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA42,,,local-authority-eng:LBH,,,/document/notice/CA42-1
,,,,,area-appraisal:CA42-1,area-appraisal,https://www.lambeth.gov.uk/sites/default/files/pl-stockwell-green-CA-appraisal-2016.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA42,,,local-authority-eng:LBH,,,/document/area-appraisal/CA42-1
,,,,,designation-report:CA43-1,designation-report,https://www.lambeth.gov.uk/sites/default/files/StreathamCommonDesignationReport.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA43,,,local-authority-eng:LBH,,,/document/designation-report/CA43-1
,,,,,authoritative-boundary:CA43-2,authoritative-boundary,https://www.lambeth.gov.uk/sites/default/files/pl-Streatham-Common-Conservation-Area-Boundary-Map.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA43,,,local-authority-eng:LBH,,,/document/authoritative-boundary/CA43-2
,,,,,extension-report:CA43-1,extension-report,https://www.lambeth.gov.uk/sites/default/files/pl-conservation-area-boundary-changes-18.07.16.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA43,,,local-authority-eng:LBH,,,/document/extension-report/CA43-1
,,,,,notice:CA43-1,notice,https://www.lambeth.gov.uk/sites/default/files/pl-Gazette-CA-press-notice-August-2016.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA43,,,local-authority-eng:LBH,,,/document/notice/CA43-1
,,,,,area-appraisal:CA43-1,area-appraisal,https://www.lambeth.gov.uk/sites/default/files/pl-streatham-common-ca-appraisal-2017.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA43,,,local-authority-eng:LBH,,,/document/area-appraisal/CA43-1
,,,,,designation-report:CA44-1,designation-report,https://www.lambeth.gov.uk/sites/default/files/TelfordParkDesignationReport.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA44,,,local-authority-eng:LBH,,,/document/designation-report/CA44-1
,,,,,authoritative-boundary:CA44-2,authoritative-boundary,https://www.lambeth.gov.uk/sites/default/files/CA44TelfordPark_0.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA44,,,local-authority-eng:LBH,,,/document/authoritative-boundary/CA44-2
,,,,,authoritative-boundary:CA45-2,authoritative-boundary,https://www.lambeth.gov.uk/sites/default/files/CA45LancasterAvenue.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA45,,,local-authority-eng:LBH,,,/document/authoritative-boundary/CA45-2
,,,,,statement:CA45-1,notice,https://www.lambeth.gov.uk/sites/default/files/pl-lancaster-avenue-ca-statement.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA45,,,local-authority-eng:LBH,,,/document/statement/CA45-1
,,,,,authoritative-boundary:CA46-2,authoritative-boundary,https://www.lambeth.gov.uk/sites/default/files/CA46FerndaleRoad.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA46,,,local-authority-eng:LBH,,,/document/authoritative-boundary/CA46-2
,,,,,extension-report:CA46-1,extension-report,https://www.lambeth.gov.uk/sites/default/files/CA46FerndaleRoadExtensionAppraisal.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA46,,,local-authority-eng:LBH,,,/document/extension-report/CA46-1
,,,,,extension-report:CA46-2,extension-report,https://www.lambeth.gov.uk/sites/default/files/CA46FerndaleRoadExtensionReport.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA46,,,local-authority-eng:LBH,,,/document/extension-report/CA46-2
,,,,,area-appraisal:CA46-1,area-appraisal,https://beta.lambeth.gov.uk/sites/default/files/2021-02/ferndale-road-ca-draft-character-appraisal-sep-2020.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA46,,,local-authority-eng:LBH,,,/document/area-appraisal/CA46-1
,,,,,authoritative-boundary:CA47-2,authoritative-boundary,https://www.lambeth.gov.uk/sites/default/files/CA47RosendaleRoad.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA47,,,local-authority-eng:LBH,,,/document/authoritative-boundary/CA47-2
,,,,,designation-report:CA47-1,designation-report,https://www.lambeth.gov.uk/sites/default/files/CA47RosendaleRoadDesignationReport.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA47,,,local-authority-eng:LBH,,,/document/designation-report/CA47-1
,,,,,designation-report:CA48-1,designation-report,https://www.lambeth.gov.uk/sites/default/files/HydeFarmEstateDesignationReport.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA48,,,local-authority-eng:LBH,,,/document/designation-report/CA48-1
,,,,,extension-report:CA48-1,extension-report,https://www.lambeth.gov.uk/sites/default/files/pl-boundary-change-report-29.10.15.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA48,,,local-authority-eng:LBH,,,/document/extension-report/CA48-1
,,,,,article-4-document:CA48-1,article-4-document,https://www.lambeth.gov.uk/sites/default/files/CA48HydeFarmArticle4Direction2002.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA48,,,local-authority-eng:LBH,,,/document/article-4-document/CA48-1
,,,,,authoritative-boundary:CA48-2,authoritative-boundary,https://www.lambeth.gov.uk/sites/default/files/pl-CA48-hyde-farm-map.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA48,,,local-authority-eng:LBH,,,/document/authoritative-boundary/CA48-2
,,,,,article-4-document:CA48-2,article-4-document,https://www.lambeth.gov.uk/sites/default/files/pl-Direction-Cancelling-2002-Article-4-%281%29-Direction.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA48,,,local-authority-eng:LBH,,,/document/article-4-document/CA48-2
,,,,,article-4-document:CA48-3,article-4-document,https://www.lambeth.gov.uk/sites/default/files/pl-Direction-Under-Article-4-%281%29-%282015%202016%29.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA48,,,local-authority-eng:LBH,,,/document/article-4-document/CA48-3
,,,,,article-4-document:CA48-4,article-4-document,https://www.lambeth.gov.uk/sites/default/files/pl-Hyde-Farm-Conservation-Area-A4-Direction-Officer-Delegated-Decision%20Report%2031.03.16.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA48,,,local-authority-eng:LBH,,,/document/article-4-document/CA48-4
,,,,,area-appraisal:CA48-1,area-appraisal,https://beta.lambeth.gov.uk/sites/default/files/2021-02/hyde-farm-ca-draft-character-appraisal-2020.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA48,,,local-authority-eng:LBH,,,/document/area-appraisal/CA48-1
